"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","windowcenter","trialduration","trialtimeout","blocktimeout","response","correct","latency","inwindow"
"062320","09:20:15","713280754","84454678","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","24","1","6851","0"
"062320","09:20:15","713280754","84454678","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","8075","0"
"062320","07:23:00","328755661","972869627","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5e226aee28b7b6533126bcee","1","4374","0"
"062320","07:23:00","328755661","972869627","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","20","1","5826","0"
"062320","07:23:00","328755661","972869627","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","2831","0"
"062320","14:25:20","963668350","251359725","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5e7dba4f1d6961436474c8f2","1","248733","0"
"062320","14:25:20","963668350","251359725","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","36","1","2764","0"
"062320","14:25:20","963668350","251359725","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","Male","1","4096","0"
"062320","14:35:15","792271968","846570303","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","","1","6748","0"
"062320","15:02:37","995943788","86683160","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","599a9252bbe848000179676e","1","8741","0"
"062320","15:02:37","995943788","86683160","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","54","1","3860","0"
"062320","15:02:37","995943788","86683160","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","FEMALE","1","7835","0"
"062320","15:07:13","407565470","575519375","4.0.10.0","1","1","demographics","ProlificCode","0","0","0","0","0","0","5eedf493cc3e35000b0","1","45372","0"
"062320","15:07:13","407565470","575519375","4.0.10.0","1","2","demographics","age","0","0","0","0","0","0","28","1","3568","0"
"062320","15:07:13","407565470","575519375","4.0.10.0","1","3","demographics","gender","0","0","0","0","0","0","female","1","3224","0"
